M,N,cpu_time_sec,gpu_time_sec,speedup,cpu_checksum,gpu_checksum
512,3,0.00226219999967725,0.001962466666251809,1.152732955203725,141702,141702
512,5,0.005082200001197634,0.002187633333960548,2.3231498269395483,425816,425816
512,7,0.009117300000070827,0.002255433333630208,4.04237175363378,850411,850411
1024,3,0.009423400002560811,0.003011233333381824,3.129415411982597,283733,283733
1024,5,0.02010320000044885,0.003170066665916238,6.341570105320944,850262,850262
1024,7,0.033482200000435114,0.003309533333473761,10.116894627343559,1701957,1701957
2048,3,0.03938159999961499,0.009056800000204627,4.348290786892194,568926,568926
2048,5,0.08330600000044797,0.009628433334000874,8.652082546624651,1703119,1703119
2048,7,0.13252160000047297,0.01028013333295045,12.891039027257305,3402920,3402920
